Country,City,AQI_Value,CO_Value,CO_Category,Ozone_Value,Ozone_Category,NO2_Value,NO2_Category,PM25_Value,PM25_Category,VOCs,SO2,Emissions,AQI_Category
Germany,Ohringen,64,1,,54,Moderate,0,Good,64,L1,155.4807115,6.661147227,L1,Moderate
Netherlands,Axel,58,1,Good,36,Good,4,Good,58,L1,150.3956972,-4.279863944,L1,Moderate
Brazil,Buerarema,43,1,Good,7,Good,1003.063334,Good,43,L0,103.5120019,8.742778663,L0,Good
France,Acheres,67,1,Good,22,Good,1003.063334,Good,67,L1,168.2552408,4.585216151,L1,Moderate
Poland,Grodzisk Mazowiecki,34,1,Good,34,Good,1,Good,29,L0,99.90299547,3.137979436,L0,Good
Russian Federation,Vyksa,29,1,Good,29,Good,0,Good,19,L0,85.03331172,4.068809826,L0,Good
Brazil,Pilar,39,1,,15,Good,2,Good,39,L0,112.949805,6.624852345,L0,Good
Belgium,Lede,42,1,Good,28,Good,4,Good,42,L0,94.84255885,6.502284024,L0,Good
India,Vijapur,158,1,Good,35,Good,1003.063334,Good,158,L3,391.8598933,3.988902999,L3,Unhealthy
India,Vada,152,1,Good,29,Good,1,Good,152,L3,391.6833323,4.269965533,L3,Unhealthy
Brazil,Sao Sebastiao,66,2,Good,,Good,7,Good,66,L1,167.7168157,13.90635006,L1,Moderate
United Republic of Tanzania,Katerero,40,1,Good,18,Good,0,Good,40,L0,99.98215807,-2.195376588,L0,Good
Brazil,Cha Grande,49,1,Good,,Good,4,Good,49,L0,130.6140835,2.41171097,L0,Good
Iran (Islamic Republic of),Minab,154,1,Good,117,Unhealthy for Sensitive Groups,0,Good,154,L3,383.0966188,6.818231831,L3,Unhealthy
Uruguay,Bella Union,23,0,,16,Good,0,Good,23,L0,66.32988985,3.006629838,L0,Good
Liberia,Zwedru,17,0,Good,17,Good,0,Good,16,L0,34.19773744,0.847352942,L0,Good
Spain,Jaen,36,1,Good,17,Good,3,Good,36,L0,89.77276979,8.656092066,L0,Good
United States of America,Taylor,29,1,Good,20,Good,2,Good,29,L0,94.02913051,6.214009323,L0,Good
Italy,Milan,67,1,Good,37,Good,4,Good,67,L1,165.3637111,1.949562086,L1,Moderate
India,Dattapur,153,0,Good,29,Good,0,Good,153,L3,402.7312408,-3.827646948,L3,Unhealthy
Russian Federation,Kozmodemyansk,33,1,Good,,Good,0,Good,29,L0,77.57131295,7.68918582,L0,Good
Sri Lanka,Chavakachcheri,55,0,,26,Good,0,Good,55,L1,137.7054059,-6.202905197,L1,Moderate
Turkey,Yakuplu,36,1,Good,36,Good,1,Good,35,L0,89.14072327,2.969247199,L0,Good
,Kanniyakumari,53,0,Good,25,Good,0,Good,53,L1,137.3525228,-3.107342335,L1,Moderate
United States of America,Hasbrouck Heights,53,1,Good,,Good,4,Good,53,L1,131.6165994,6.760388607,L1,Moderate
Italy,Aprilia,90,1,Good,46,Good,0,Good,90,L1,237.2192125,-0.252562616,L1,Moderate
United States of America,Harvey,59,1,Good,19,Good,7,Good,59,L1,156.0905509,4.67090441,L1,Moderate
Brazil,Euclides Da Cunha,13,0,Good,11,Good,1,Good,13,L0,47.33852344,5.739329344,L0,Good
Czechia,Susice,59,1,Good,33,Good,2,Good,59,L1,129.5870719,0.79455217,L1,Moderate
Italy,Conegliano,69,1,Good,39,Good,2,Good,69,L1,185.5331604,8.150148209,L1,Moderate
Brazil,Luziania,43,1,Good,10,Good,2,Good,43,L0,117.6352137,10.10730515,L0,Good
Spain,Elgoibar,32,0,Good,32,Good,0,Good,21,L0,94.24633683,2.273632126,L0,Good
Georgia,Senaki,33,1,Good,33,Good,0,Good,26,L0,73.04481852,3.318617701,L0,Good
Lithuania,Radviliskis,33,1,Good,33,Good,0,Good,24,L0,69.46860324,1.3495277,L0,Good
United States of America,Citrus Heights,67,2,Good,9,Good,22,Good,67,L1,184.8953775,5.070363067,L1,Moderate
United States of America,Yazoo City,50,1,Good,19,Good,1003.063334,Good,50,L0,127.3796478,6.815699253,L0,Good
Japan,Nagoya,59,1,Good,52,Moderate,3,Good,59,L1,174.7032186,10.31672494,L1,Moderate
Pakistan,Raja Jang,163,3,Good,163,Unhealthy,1,Good,161,L3,419.1113801,3.150908116,L3,Unhealthy
Brazil,Sapucaia,103,4,,7,Good,11,Good,103,L2,260.8161508,11.41079994,L2,Unhealthy for Sensitive Groups
Costa Rica,San Isidro,52,2,Good,3,Good,12,Good,52,L1,143.1585351,3.56359972,L1,Moderate
,Oxelosund,29,1,Good,29,Good,0,Good,9,L0,65.45691067,8.805508473,L0,Good
Belarus,Gomel,65,1,Good,36,Good,1,Good,65,L1,179.7180468,8.746360956,L1,Moderate
India,Maksi,205,2,Good,31,Good,3,Good,205,L4,504.7993891,12.69242516,L4,Very Unhealthy
United States of America,Pikesville,53,1,Good,44,Good,4,Good,53,L1,147.1627874,9.234797526,L1,Moderate
Russian Federation,Barabinsk,39,1,Good,39,Good,0,Good,35,L0,105.9182521,10.25752203,L0,Good
Mexico,San Pablo De Las Salinas,211,2,Good,38,Good,5,Good,211,L4,530.4437215,3.612649301,L4,Very Unhealthy
India,Babina,169,2,Good,97,Moderate,0,Good,169,L3,419.5005949,5.520206851,L3,Unhealthy
United States of America,North Miami Beach,57,1,,12,Good,13,Good,57,L1,132.1037431,3.029415221,L1,Moderate
United Kingdom of Great Britain and Northern Ireland,Maidstone,33,0,Good,33,Good,0,Good,27,L0,90.70785726,0.625832967,L0,Good
India,Etawah,171,4,Good,171,Unhealthy,1,Good,170,L3,447.8533372,5.145465767,L3,Unhealthy
Brazil,Jaguarao,22,0,Good,,Good,0,Good,9,L0,51.81571334,3.609351912,L0,Good
Italy,Campobello Di Licata,52,1,Good,31,Good,4,Good,52,L1,140.9600867,-0.756030993,L1,Moderate
Denmark,Middelfart,38,1,Good,37,Good,1,Good,38,L0,91.43915128,14.74204735,L0,Good
United States of America,Rexburg,41,1,Good,21,Good,3,Good,41,L0,101.7807145,-0.06194716,L0,Good
United States of America,Fair Oaks,50,1,Good,28,Good,6,Good,50,L0,116.4892554,8.620917173,L0,Good
France,Pont A Mousson,65,1,Good,23,Good,3,Good,65,L1,170.5566557,4.45389341,L1,Moderate
United States of America,Michigan City,41,1,Good,41,Good,3,Good,24,L0,87.83643411,15.83795711,L0,Good
Pakistan,Darya Khan,173,3,Good,149,Unhealthy for Sensitive Groups,0,Good,173,L3,414.6077274,10.4143674,L3,Unhealthy
Spain,Ponferrada,20,0,Good,16,Good,3,Good,20,L0,54.85901034,2.884188076,L0,Good
Indonesia,Weleri,81,2,Good,58,Moderate,1003.063334,Good,81,L1,211.1141732,8.632954308,L1,Moderate
India,Nawalgarh,500,1,Good,33,Good,0,Good,412,L5,1255.244318,16.8497471,L5,Hazardous
India,Gannavaram,94,2,Good,56,Moderate,1,Good,94,L1,226.6373036,9.247815826,L1,Moderate
India,Ariyalur,44,1,Good,31,Good,0,Good,44,L0,112.0969673,7.978413083,L0,Good
Mexico,Purepero,48,1,Good,5,Good,4,Good,48,L0,124.373209,5.823754295,L0,Good
Japan,Kasumigaura,65,1,Good,22,Good,12,Good,65,L1,155.9046445,5.727880181,L1,Moderate
India,Kurali,143,2,Good,143,Unhealthy for Sensitive Groups,1,Good,115,L2,372.871589,5.969661751,L2,Unhealthy for Sensitive Groups
China,Sanchazi,39,2,Good,39,Good,1003.063334,Good,37,L0,103.5780833,3.508844659,L0,Good
Paraguay,San Juan Bautista,24,0,,20,Good,0,Good,24,L0,69.02164557,2.840114238,L0,Good
Malaysia,Chaah,81,1,Good,44,Good,0,Good,81,L1,211.1736551,8.659593469,L1,Moderate
Peru,Caraz,39,1,Good,0,Good,3,Good,39,L0,93.00399756,1.057854379,L0,Good
Italy,Mercato San Severino,69,1,,69,Moderate,0,Good,54,L1,182.9090852,3.408431583,L1,Moderate
Germany,Wedel,33,0,Good,33,Good,1,Good,31,L0,92.16358374,-2.417030802,L0,Good
India,Bhikangaon,174,2,Good,32,Good,2,Good,174,L3,433.8326989,1.38935139,L3,Unhealthy
Madagascar,Beroroha,22,0,Good,22,Good,0,Good,8,L0,62.83130822,-1.753283302,L0,Good
Mexico,Tamuin,55,1,Good,21,Good,2,Good,55,L1,140.6152318,-5.304986231,L1,Moderate
Iran (Islamic Republic of),Kermanshah,62,1,Good,62,Moderate,1003.063334,Good,41,L0,141.5059199,-5.515369475,L0,Moderate
Brazil,Massape,50,1,Good,13,Good,2,Good,50,L0,130.8830901,6.316341267,L0,Good
Syrian Arab Republic,Aleppo,73,1,Good,48,Good,0,Good,73,L1,193.1091945,3.311445551,L1,Moderate
Australia,Canberra,24,0,Good,24,Good,1,Good,11,L0,59.23580424,1.772196217,L0,Good
Brazil,Barras,36,1,Good,5,Good,2,Good,36,L0,86.49386747,-1.715323256,L0,Good
Mexico,Tecpan,62,2,Good,9,Good,3,Good,62,L1,159.6697474,15.88572324,L1,Moderate
Italy,Sona,83,1,Good,51,Moderate,0,Good,83,L1,219.0604357,11.25700989,L1,Moderate
Japan,Sano,32,1,,32,Good,2,Good,15,L0,85.31063426,6.983349706,L0,Good
Italy,Carini,49,1,Good,49,Good,2,Good,29,L0,119.0237279,14.94236447,L0,Good
Germany,Hilden,49,1,Good,31,Good,3,Good,49,L0,116.3207239,-8.025716468,L0,Good
Brazil,Andrelandia,41,1,Good,21,Good,0,Good,41,L0,104.282473,1.423226183,L0,Good
Romania,Ocna Mures,68,1,Good,38,Good,1,Good,68,L1,161.1934783,7.431042109,L1,Moderate
Romania,Macin,40,1,Good,40,Good,0,Good,20,L0,101.065621,0.394365199,L0,Good
United States of America,Chandler,56,1,,10,Good,21,Good,56,L1,166.3558673,8.814550674,L1,Moderate
Kazakhstan,Esil,80,1,Good,27,Good,0,Good,80,L1,193.7394604,6.308723084,L1,Moderate
Ethiopia,Fiche,68,1,Good,27,Good,0,Good,68,L1,178.244586,-1.296807435,L1,Moderate
Italy,Castelvetro Di Modena,34,1,Good,32,Good,3,Good,34,L0,93.82433316,2.935517824,L0,Good
Sierra Leone,Kabala,37,1,Good,16,Good,0,Good,37,L0,104.7061055,-0.560984956,L0,Good
Bulgaria,Sandanski,55,1,Good,45,Good,1003.063334,Good,55,L1,138.3639447,-2.313817116,L1,Moderate
Canada,Collingwood,41,1,Good,30,Good,5,Good,41,L0,94.13597577,3.652395697,L0,Good
Venezuela (Bolivarian Republic of),Mariara,165,4,,3,Good,18,Good,165,L3,403.112799,13.24288203,L3,Unhealthy
United States of America,Clinton,49,1,Good,34,Good,1003.063334,Good,49,L0,114.2604892,7.223413438,L0,Good
Serbia,Pirot,59,1,Good,36,Good,0,Good,59,L1,158.6602571,-3.082175419,L1,Moderate
Finland,Jarvenpaa,35,1,Good,35,Good,1,Good,7,L0,75.6272092,-2.154513041,L0,Good
Brazil,Ribeira Do Pombal,24,0,Good,,Good,1,Good,24,L0,81.44967714,-3.610165853,L0,Good
Spain,Guimar,41,0,Good,41,Good,0,Good,14,L0,103.001337,2.426988915,L0,Good
Venezuela (Bolivarian Republic of),Carrizal,59,1,Good,34,Good,1,Good,59,L1,159.1536894,-4.058814866,L1,Moderate
Indonesia,Bondowoso,47,1,Good,29,Good,0,Good,47,L0,127.4271542,7.060844202,L0,Good
United States of America,Ferguson,76,1,Good,70,Moderate,2,Good,76,L1,186.9291194,6.444670402,L1,Moderate
India,Lalgudi,54,0,,27,Good,0,Good,54,L1,134.4452288,4.601174479,L1,Moderate
Italy,Marcon,63,2,Good,30,Good,7,Good,63,L1,155.5964813,-2.074340544,L1,Moderate
United States of America,Sherrelwood,42,1,Good,32,Good,4,Good,42,L0,116.3818404,8.173170557,L0,Good
Philippines,Pasacao,53,1,Good,23,Good,0,Good,53,L1,130.4337824,2.304274992,L1,Moderate
,Kavaratti,58,0,Good,20,Good,0,Good,58,L1,142.7438254,-1.842582835,L1,Moderate
Philippines,Casisang,57,1,Good,9,Good,3,Good,57,L1,143.1451363,-0.832618832,L1,Moderate
Brazil,Gravata,33,0,Good,,Good,3,Good,33,L0,73.44432981,1.933267676,L0,Good
Poland,Oborniki,35,0,Good,31,Good,1,Good,35,L0,84.42349442,-2.758894086,L0,Good
Brazil,Benjamin Constant,48,1,,3,Good,0,Good,48,L0,119.5572557,4.335935218,L0,Good
Bangladesh,Char Bhadrasan,65,1,Good,32,Good,1,Good,65,L1,159.1566181,5.337015467,L1,Moderate
United States of America,New London,42,1,Good,25,Good,10,Good,42,L0,108.0789532,6.272235283,L0,Good
Argentina,Azul,34,0,Good,17,Good,0,Good,34,L0,72.47622905,-3.165425252,L0,Good
Poland,Ostroda,40,1,Good,40,Good,0,Good,19,L0,110.2017642,0.596721369,L0,Good
Kenya,Machakos,71,1,Good,17,Good,1,Good,71,L1,167.2025104,17.58862962,L1,Moderate
United States of America,Richmond Heights,57,1,Good,36,Good,3,Good,57,L1,138.6283741,3.950318758,L1,Moderate
United Kingdom of Great Britain and Northern Ireland,Wellingborough,29,0,Good,29,Good,1,Good,22,L0,85.43175688,7.394149769,L0,Good
United Republic of Tanzania,Bunda,31,1,Good,12,Good,0,Good,31,L0,77.43810939,0.689989904,L0,Good
Brazil,Presidente Epitacio,23,0,Good,19,Good,0,Good,23,L0,55.12263295,-3.03589057,L0,Good
Thailand,Long,26,0,,20,Good,0,Good,26,L0,75.42774674,-0.924522201,L0,Good
Japan,Yubari,27,1,Good,27,Good,2,Good,13,L0,73.43458492,0.619156093,L0,Good
India,Jodhpur,500,0,Good,34,Good,0,Good,378,L5,1251.686916,3.994685971,L5,Hazardous
Romania,Turda,61,1,Good,33,Good,1,Good,61,L1,151.1621135,3.888789787,L1,Moderate
United States of America,Frankfort,55,1,Good,39,Good,3,Good,55,L1,143.4901445,-2.461598665,L1,Moderate
Pakistan,Jaranwala,167,3,Good,148,Unhealthy for Sensitive Groups,1,Good,167,L3,421.4390936,3.669137967,L3,Unhealthy
Spain,Cabra,32,1,Good,32,Good,2,Good,32,L0,61.86140504,8.658847344,L0,Good
India,Nokha,256,1,Good,33,Good,2,Good,256,L4,650.0323238,-0.436310537,L4,Very Unhealthy
United Kingdom of Great Britain and Northern Ireland,Rotherham,53,1,Good,13,Good,10,Good,53,L1,141.2050201,3.520724979,L1,Moderate
Republic of Moldova,Taraclia,41,1,Good,41,Good,0,Good,31,L0,121.5943442,1.531173249,L0,Good
Italy,Guspini,62,1,Good,62,Moderate,0,Good,22,L0,143.7729343,7.252778022,L0,Moderate
Germany,Dusseldorf,53,1,Good,28,Good,6,Good,53,L1,136.1048597,7.62440425,L1,Moderate
France,Joinville Le Pont,71,1,Good,,Good,1,Good,71,L1,194.7638994,8.850034019,L1,Moderate
Italy,Saluzzo,60,1,Good,20,Good,3,Good,60,L1,146.8753017,2.845870871,L1,Moderate
Viet Nam,Bac Giang,179,10,Good,8,Good,22,Good,179,L3,437.924485,15.46310557,L3,Unhealthy
Democratic Republic of the Congo,Tshikapa,392,23,Good,37,Good,18,Good,392,L5,1002.655612,39.51178069,L5,Hazardous
Russian Federation,Vetluzhskiy,38,1,,38,Good,0,Good,14,L0,103.6674641,10.80328287,L0,Good
Benin,Ouidah,100,2,Good,18,Good,2,Good,100,L2,260.8502133,10.82249322,L2,Unhealthy for Sensitive Groups
Cuba,Contramaestre,87,1,Good,38,Good,1003.063334,Good,87,L1,222.939083,2.618946095,L1,Moderate
France,Sainte Savine,26,1,,25,Good,2,Good,26,L0,69.66770009,12.43167655,L0,Good
United States of America,National City,46,1,Good,36,Good,5,Good,46,L0,104.3502611,6.106162389,L0,Good
United States of America,San Gabriel,112,3,Good,20,Good,24,Good,112,L2,283.1512324,12.16488134,L2,Unhealthy for Sensitive Groups
United States of America,American Fork,45,1,Good,45,Good,1,Good,41,L0,134.6998453,5.50620183,L0,Good
Poland,Wladyslawowo,34,0,,34,Good,0,Good,25,L0,88.43055195,-0.702659841,L0,Good
Poland,Radzyn Podlaski,42,1,Good,42,Good,0,Good,28,L0,123.6103736,-5.512943266,L0,Good
Peru,Nazca,11,0,,10,Good,1,Good,11,L0,56.72555575,5.020895446,L0,Good
Russian Federation,Baley,32,1,Good,32,Good,0,Good,18,L0,92.37934926,-0.223445193,L0,Good
Philippines,Laguilayan,35,1,,23,Good,0,Good,35,L0,100.3414642,2.658306067,L0,Good
Indonesia,Batu,78,1,Good,35,Good,1,Good,78,L1,208.7675999,9.04716145,L1,Moderate
United States of America,Fairbanks,53,1,Good,17,Good,5,Good,53,L1,146.1865406,7.586948386,L1,Moderate
France,Agde,47,1,Good,47,Good,0,Good,31,L0,116.4267309,0.376481219,L0,Good
Hungary,Gyor,59,1,Good,31,Good,3,Good,59,L1,123.9372459,8.036502403,L1,Moderate
India,Kunnamangalam,65,1,Good,25,Good,0,Good,65,L1,181.1016813,5.749327273,L1,Moderate
United States of America,Eloy,59,1,,21,Good,6,Good,59,L1,145.4745837,4.045035645,L1,Moderate
India,Medak,101,1,,27,Good,0,Good,101,L2,252.3326956,-0.555865172,L2,Unhealthy for Sensitive Groups
Philippines,Guiguinto,71,1,Good,24,Good,1,Good,71,L1,175.7006406,-8.975025326,L1,Moderate
Russian Federation,Nezlobnaya,42,1,Good,42,Good,1,Good,33,L0,130.5658582,7.633614617,L0,Good
China,Tungkang,53,1,Good,,Good,11,Good,53,L1,140.1355081,-1.696406251,L1,Moderate
Germany,Herten,33,1,Good,33,Good,2,Good,29,L0,90.46572677,3.02612163,L0,Good
United States of America,Worthington,44,1,Good,39,Good,1,Good,44,L0,116.3115271,-4.098600752,L0,Good
Malaysia,Kuching,46,1,Good,16,Good,0,Good,46,L0,117.0235746,3.68246309,L0,Good
Dominican Republic,La Vega,150,2,Good,6,Good,14,Good,150,L3,372.2062467,9.083382874,L3,Unhealthy
United Republic of Tanzania,Kitangari,21,0,Good,21,Good,0,Good,18,L0,63.75228471,8.140389615,L0,Good
Brazil,Aquiraz,32,0,Good,21,Good,0,Good,32,L0,75.78282164,2.42042601,L0,Good
United Republic of Tanzania,Nangomba,36,0,Good,18,Good,0,Good,36,L0,76.19989966,-3.342538161,L0,Good
Malaysia,Petaling Jaya,97,2,Good,48,Good,1,Good,97,L1,248.1593111,-0.270207226,L1,Moderate
Thailand,Phanom Sarakham,108,3,Good,1,Good,1003.063334,Good,108,L2,271.8125168,3.756142357,L2,Unhealthy for Sensitive Groups
Germany,Blaubeuren,50,1,Good,24,Good,5,Good,50,L0,126.225766,1.54183327,L0,Good
Italy,Santa Maria Di Sala,87,2,,30,Good,7,Good,87,L1,242.2135065,2.775110082,L1,Moderate
Brazil,Ivaipora,51,1,Good,11,Good,1,Good,51,L1,122.5890886,5.33027683,L1,Moderate
Germany,Kamenz,71,1,Good,40,Good,1,Good,71,L1,186.904798,2.636059039,L1,Moderate
United States of America,Reedley,56,1,Good,30,Good,1003.063334,Good,56,L1,147.1960168,-6.928794817,L1,Moderate
India,Mahabaleshwar,79,0,Good,22,Good,0,Good,79,L1,208.2244531,2.989860626,L1,Moderate
Bulgaria,Burgas,40,1,Good,40,Good,0,Good,25,L0,119.2274814,9.317487506,L0,Good
Indonesia,Pandegelang,195,8,Good,17,Good,51,Moderate,195,L3,488.6432737,28.53533698,L3,Unhealthy
India,Devgarh,176,0,,,Good,0,Good,176,L3,449.2796263,0.495687776,L3,Unhealthy
Italy,Fucecchio,63,1,Good,41,Good,3,Good,63,L1,167.1291278,0.258933106,L1,Moderate
Brazil,Boca Do Acre,30,1,Good,5,Good,0,Good,30,L0,93.78357221,3.755123629,L0,Good
Brazil,Farias Brito,24,0,Good,12,Good,1,Good,24,L0,72.58981695,-3.230720004,L0,Good
Azerbaijan,Tovuz,41,1,Good,36,Good,0,Good,41,L0,112.7486499,-0.320630481,L0,Good
Italy,Borgosesia,65,1,Good,,Good,1003.063334,Good,65,L1,162.5294751,8.455733503,L1,Moderate
Germany,Oschersleben,55,1,Good,28,Good,4,Good,55,L1,150.3262983,1.166055643,L1,Moderate
Romania,Calafat,64,1,,43,Good,1,Good,64,L1,166.2540868,7.76273927,L1,Moderate
United States of America,Sapulpa,71,1,,31,Good,2,Good,71,L1,183.1215091,5.307147891,L1,Moderate
France,Sens,35,1,Good,26,Good,2,Good,35,L0,98.42950809,7.493122768,L0,Good
Benin,Allada,79,2,Good,18,Good,1003.063334,Good,79,L1,177.2416831,10.13325004,L1,Moderate
Belgium,Braine Le Comte,53,1,Good,25,Good,5,Good,53,L1,148.1394099,9.019975957,L1,Moderate
United States of America,Essex,32,1,Good,32,Good,6,Good,30,L0,93.10530763,8.629540022,L0,Good
Japan,Takaishi,43,1,Good,39,Good,3,Good,43,L0,110.7747563,12.69924517,L0,Good
United States of America,Phoenixville,68,1,Good,31,Good,7,Good,68,L1,194.1217805,-2.490054948,L1,Moderate
Iran (Islamic Republic of),Salmas,82,1,Good,41,Good,1003.063334,Good,82,L1,225.344821,5.164786648,L1,Moderate
New Zealand,Taupo,18,0,Good,15,Good,0,Good,18,L0,47.6472609,1.833529959,L0,Good
Brazil,Ouro Branco,63,2,Good,3,Good,6,Good,63,L1,144.3920042,3.025705643,L1,Moderate
Brazil,Taiobeiras,19,0,Good,7,Good,1,Good,19,L0,73.04514889,-4.618674853,L0,Good
China,Laizhou,124,5,Good,124,Unhealthy for Sensitive Groups,7,Good,111,L2,317.6739231,14.759605,L2,Unhealthy for Sensitive Groups
Sweden,Boden,32,1,Good,32,Good,0,Good,6,L0,67.64689296,3.839733902,L0,Good
United States of America,Connersville,60,2,Good,24,Good,1003.063334,Good,60,L1,143.0453028,9.877721462,L1,Moderate
India,Tarn Taran,143,2,Good,143,Unhealthy for Sensitive Groups,1,Good,142,L2,360.5645425,-1.333472822,L2,Unhealthy for Sensitive Groups
India,Parvatsar,223,1,,36,Good,0,Good,223,L4,553.9840817,9.091809401,L4,Very Unhealthy
France,Calais,31,0,Good,31,Good,1,Good,28,L0,75.16517933,-5.640193864,L0,Good
Venezuela (Bolivarian Republic of),Valera,54,1,Good,21,Good,0,Good,54,L1,140.9893379,0.466943439,L1,Moderate
India,Tarakeswar,199,3,Good,96,Moderate,3,Good,199,L3,505.7450432,7.695325576,L3,Unhealthy
Italy,Taviano,68,1,,49,Good,2,Good,68,L1,161.3132893,2.462114159,L1,Moderate
Costa Rica,Grecia,52,1,Good,20,Good,2,Good,52,L1,124.366455,1.478908018,L1,Moderate
China,Huadian,70,2,Good,28,Good,2,Good,70,L1,191.487657,6.613838008,L1,Moderate
Zambia,Mumbwa,76,2,Good,17,Good,1,Good,76,L1,185.4908927,8.726631316,L1,Moderate
United States of America,Hickory,68,2,Good,18,Good,1003.063334,Good,68,L1,182.7048044,6.721898139,L1,Moderate
United States of America,East Massapequa,81,2,Good,41,Good,11,Good,81,L1,207.6920342,7.102962069,L1,Moderate
Brazil,Colinas,27,0,Good,14,Good,0,Good,27,L0,70.27605849,-1.479032823,L0,Good
Russian Federation,Praskoveya,51,1,Good,36,Good,0,Good,51,L1,137.4671415,10.58399843,L1,Moderate
Indonesia,Mranggen,161,6,Good,19,Good,15,Good,161,L3,410.4746205,18.44816768,L3,Unhealthy
South Africa,Marquard,73,3,Good,21,Good,2,Good,73,L1,177.5005297,15.21513914,L1,Moderate
China,Huangcun,156,4,Good,101,Unhealthy for Sensitive Groups,11,Good,156,L3,389.9570198,17.6697897,L3,Unhealthy
France,Alfortville,31,1,,28,Good,2,Good,31,L0,90.72110847,13.57763043,L0,Good
France,Courrieres,48,1,Good,,Good,1,Good,48,L0,131.3245422,4.058716741,L0,Good
Japan,Chiryu,56,2,Good,49,Good,3,Good,56,L1,151.3366102,-0.905920663,L1,Moderate
United States of America,Elkhart,64,2,Good,,Good,19,Good,64,L1,164.1099946,16.65996654,L1,Moderate
Uzbekistan,Matcha,128,1,Good,71,Moderate,0,Good,128,L2,337.7242838,0.73169766,L2,Unhealthy for Sensitive Groups
Colombia,Tunja,25,1,Good,5,Good,3,Good,25,L0,68.88645184,5.247239073,L0,Good
,Maxixe,38,1,Good,24,Good,1003.063334,Good,38,L0,108.5007933,5.992732494,L0,Good
France,Besancon,42,1,,,Good,2,Good,42,L0,116.4229199,12.17962563,L0,Good
France,Thiais,55,1,Good,18,Good,6,Good,55,L1,128.2351684,13.79914298,L1,Moderate
Czechia,Klatovy,57,1,Good,32,Good,2,Good,57,L1,160.7297331,4.988771092,L1,Moderate
,Togitsu,38,1,,36,Good,7,Good,38,L0,91.5364028,6.638109876,L0,Good
Romania,Ramnicu Sarat,36,1,Good,36,Good,0,Good,15,L0,104.3431991,9.104143435,L0,Good
Brazil,Maringa,22,1,Good,8,Good,1,Good,22,L0,43.68724185,2.566134343,L0,Good
Belgium,Lebbeke,51,1,Good,38,Good,2,Good,51,L1,123.0368618,-5.316483332,L1,Moderate
Estonia,Haapsalu,36,1,Good,36,Good,0,Good,33,L0,91.29203566,2.961789671,L0,Good
United States of America,Peru,63,2,Good,19,Good,14,Good,63,L1,165.1426827,9.240918565,L1,Moderate
India,Harur,67,1,Good,26,Good,1,Good,67,L1,170.3032811,-3.673351101,L1,Moderate
Germany,Weener,36,0,Good,36,Good,0,Good,34,L0,82.96342374,-0.81104211,L0,Good
Brazil,Joao Neiva,45,1,Good,11,Good,2,Good,45,L0,130.6860783,8.318945709,L0,Good
,Port De Bouc,48,1,Good,48,Good,2,Good,40,L0,114.2332087,6.489435548,L0,Good
Ghana,Prestea,80,1,Good,16,Good,0,Good,80,L1,211.8656775,1.787908961,L1,Moderate
United States of America,Struthers,83,2,Good,31,Good,13,Good,83,L1,204.3717641,3.718477882,L1,Moderate
United States of America,Compton,117,4,,8,Good,35,Good,117,L2,289.7785104,10.55353798,L2,Unhealthy for Sensitive Groups
Germany,Nagold,63,1,Good,54,Moderate,0,Good,63,L1,145.8137057,11.33515296,L1,Moderate
