,Country,City,AQI_Value,AQI_Category,CO_Value,CO_Category,Ozone_Value,Ozone_Category,NO2_Value,NO2_Category,PM25_Value,PM25_Category,VOCs,SO2,Emissions
244,Russian Federation,Alagir,50,Good,1,,36,Good,1,Good,50,L0,117.9970359,1.159596799,L0
245,Belgium,Alken,35,Good,1,Good,25,Good,3,Good,35,L0,89.15498764,0.107926476,L0
246,Canada,Alma,55,Moderate,1,Good,27,Good,0,Good,55,L1,137.7505469,4.986740597,L1
247,Brazil,Almirante Tamandare,13,Good,1,Good,,Good,1,Good,13,L0,30.96670767,4.192172536,L0
248,Spain,Almoradi,48,Good,1,Good,23,Good,3,Good,48,L0,142.6545424,5.196188771,L0
249,Papua New Guinea,Alotau,28,Good,0,Good,28,Good,0,Good,13,L0,79.04981711,-2.204064008,L0
250,Germany,Altotting,50,Good,1,Good,29,Good,3,Good,50,L0,117.3911605,3.445830462,L0
251,Madagascar,Ambovombe,26,Good,0,,26,Good,0,Good,20,L0,79.17861947,-8.27849887,L0
252,China,Anqiu,107,Unhealthy for Sensitive Groups,2,Good,107,Unhealthy for Sensitive Groups,5,Good,86,L1,293.721562,6.325031587,L1
253,Madagascar,Antalaha,22,Good,0,Good,22,Good,0,Good,20,L0,70.32465261,7.877203225,L0
254,United States of America,Antioch,76,Moderate,3,Good,7,Good,25,Good,76,L1,179.8063003,0.276270453,L1
255,Lithuania,Anyksciai,47,Good,1,Good,32,Good,0,Good,47,L0,117.6576593,6.217141153,L0
256,Ghana,Apam,104,Unhealthy for Sensitive Groups,2,Good,14,Good,1,Good,104,L2,277.6691115,2.544928241,L2
257,Mexico,Apaseo El Grande,60,Moderate,1,Good,16,Good,5,Good,60,L1,147.9233053,7.812505768,L1
258,Brazil,Aragarcas,32,Good,1,,3,Good,2,Good,32,L0,89.43819428,4.593237256,L0
259,Russian Federation,Arkadak,28,Good,1,Good,,Good,1,Good,15,L0,82.74634053,5.823520563,L0
260,France,Armentieres,34,Good,0,Good,28,Good,2,Good,34,L0,80.73069528,2.324119494,L0
261,Russian Federation,Arsk,28,Good,1,Good,28,Good,1,Good,19,L0,74.40474644,10.44165903,L0
262,Azerbaijan,Artyom,48,Good,1,Good,35,Good,0,Good,48,L0,92.5873266,5.537052388,L0
263,Armenia,Ashtarak,39,Good,1,Good,29,Good,1,Good,39,L0,92.25612359,0.27288143,L0
264,Ethiopia,Asosa,97,Moderate,1,,14,Good,0,Good,97,L1,244.9743185,4.293575262,L1
265,Iran (Islamic Republic of),Astaneh Ye Ashrafiyeh,75,Moderate,1,Good,,Good,0,Good,75,L1,180.0221682,1.955594785,L1
266,India,Atarra,194,Unhealthy,1,Good,44,Good,0,Good,194,L3,506.324113,4.611999533,L3
267,Guatemala,Atescatempa,104,Unhealthy for Sensitive Groups,3,Good,5,Good,10,Good,104,L2,250.6985862,5.301151438,L2
268,Italy,Atri,57,Moderate,1,Good,40,Good,3,Good,57,L1,143.0995551,0.415946322,L1
269,Ukraine,Avdiyivka,41,Good,1,Good,41,Good,3,Good,27,L0,108.8074058,4.796361064,L0
270,Portugal,Avintes,37,Good,1,Good,16,Good,7,Good,37,L0,111.9127329,4.078948143,L0
271,Malaysia,Ayer Keroh,59,Moderate,1,Good,34,Good,0,Good,59,L1,138.1413785,9.119779225,L1
272,United Kingdom of Great Britain and Northern Ireland,Ayr,29,Good,1,Good,29,Good,2,Good,20,L0,89.13163752,1.725220604,L0
273,Netherlands,Baarn,34,Good,0,,34,Good,1,Good,26,L0,90.10233061,-7.904269237,L0
274,Serbia,Backa Palanka,70,Moderate,1,Good,41,Good,0,Good,70,L1,170.1849135,1.980646008,L1
275,Germany,Bad Langensalza,32,Good,0,Good,30,Good,1,Good,32,L0,89.62103474,-6.132153795,L0
276,Pakistan,Bahawalnagar,500,Hazardous,1,Good,38,Good,1,Good,466,L5,1256.990597,5.87835987,L5
277,South Africa,Balfour,380,Hazardous,31,Good,1,Good,26,Good,380,L5,948.9978312,49.43051036,L5
278,South Africa,Ballitoville,222,Very Unhealthy,12,Good,,Good,14,Good,222,L4,560.6980208,18.65814469,L4
279,Thailand,Ban Phai,52,Moderate,0,Good,28,Good,0,Good,52,L1,131.146864,0.188327709,L1
280,Malaysia,Bandar Penggaram,76,Moderate,1,Good,,Good,0,Good,76,L1,196.1351735,11.51975302,L1
281,Philippines,Bangued,27,Good,0,Good,23,Good,0,Good,27,L0,79.12130675,-3.364450579,L0
282,Slovakia,Banovce,59,Moderate,1,Good,26,Good,2,Good,59,L1,168.3601682,3.862024916,L1
283,Germany,Bargteheide,38,Good,0,,,Good,2,Good,38,L0,87.62184501,4.899882885,L0
284,United States of America,Bartlesville,56,Moderate,1,Good,23,Good,6,Good,56,L1,166.3303337,11.22030277,L1
285,Gambia,Basse,127,Unhealthy for Sensitive Groups,1,Good,18,Good,0,Good,127,L2,302.979122,7.688973759,L2
286,Pakistan,Bat Khela,117,Unhealthy for Sensitive Groups,1,,117,Unhealthy for Sensitive Groups,1,Good,78,L1,295.982149,9.269534758,L1
287,Malaysia,Batu Gajah,92,Moderate,2,Good,57,Moderate,1,Good,92,L1,240.8831721,9.921535294,L1
288,India,Bazpur,182,Unhealthy,5,Good,170,Unhealthy,5,Good,182,L3,462.8099187,4.954385143,L3
289,Italy,Castel Goffredo,124,Unhealthy for Sensitive Groups,2,Good,32,Good,7,Good,124,L2,308.7730048,7.398460522,L2
290,Italy,Catanzaro,68,Moderate,2,Good,68,Moderate,6,Good,57,L1,172.9187775,9.843304761,L1
291,Philippines,Catbalogan,68,Moderate,1,Good,,Good,0,Good,68,L1,170.0699907,-0.982501448,L1
292,Ecuador,Cayambe,39,Good,1,Good,4,Good,2,Good,39,L0,96.60635243,0.901200616,L0
293,Bosnia and Herzegovina,Cazin,50,Good,1,Good,33,Good,0,Good,50,L0,138.496021,-0.215961476,L0
294,Italy,Cernusco Sul Naviglio,103,Unhealthy for Sensitive Groups,1,Good,33,Good,6,Good,103,L2,266.0701549,7.66311493,L2
295,Italy,Cesenatico,38,Good,1,Good,36,Good,5,Good,38,L0,93.07090405,3.453594398,L0
296,Czechia,Ceske Budejovice,61,Moderate,1,Good,38,Good,1,Good,61,L1,166.4959988,2.195770528,L1
297,Argentina,Chacabuco,17,Good,0,Good,17,Good,1,Good,17,L0,50.57299521,-4.408349583,L0
298,Peru,Chachapoyas,21,Good,0,Good,4,Good,0,Good,21,L0,65.62862119,1.663028734,L0
299,France,Chalon Sur Saone,32,Good,1,Good,32,Good,1,Good,20,L0,91.29628842,0.962058225,L0
300,China,Chaoyang,151,Unhealthy,3,Good,119,Unhealthy for Sensitive Groups,1,Good,151,L3,374.2100499,8.616697826,L3
301,Viet Nam,Chau Doc,57,Moderate,1,Good,32,Good,0,Good,57,L1,141.8981896,-1.914835993,L1
302,Russian Federation,Cherepanovo,38,Good,1,Good,38,Good,0,Good,35,L0,107.4729361,4.689531298,L0
303,Russian Federation,Cherkessk,49,Good,1,Good,40,Good,0,Good,49,L0,133.6037027,1.605246148,L0
304,India,Chhabra,171,Unhealthy,1,Good,42,Good,0,Good,171,L3,432.2909841,-2.446484629,L3
305,India,Chilakalurupet,91,Moderate,1,Good,28,Good,1,Good,91,L1,233.6732738,-2.836420189,L1
306,Mexico,Chilpancingo,72,Moderate,2,,4,Good,5,Good,72,L1,197.776649,-0.28510194,L1
307,India,Chipurupalle,153,Unhealthy,2,Good,22,Good,6,Good,153,L3,381.5842861,4.568004713,L3
308,Poland,Chojnow,59,Moderate,1,Good,25,Good,2,Good,59,L1,157.9709738,4.404977172,L1
309,India,Chotila,157,Unhealthy,0,Good,31,Good,1,Good,157,L3,395.4780735,3.349118162,L3
310,United States of America,Cimarron Hills,73,Moderate,1,,32,Good,2,Good,73,L1,185.323188,5.337764589,L1
311,Brazil,Claudio,71,Moderate,2,Good,3,Good,6,Good,71,L1,193.4877685,1.807383695,L1
312,Brazil,Clevelandia,17,Good,0,Good,,Good,0,Good,11,L0,55.75416349,7.29201454,L0
313,Brazil,Coari,46,Good,1,,2,Good,0,Good,46,L0,128.1350964,1.58887237,L0
314,United Kingdom of Great Britain and Northern Ireland,Coatbridge,35,Good,1,Good,12,Good,9,Good,35,L0,105.5547881,6.0507488,L0
315,Ireland,Cobh,24,Good,0,Good,,Good,1,Good,16,L0,65.21003842,1.179222833,L0
316,Brazil,Colatina,45,Good,1,Good,14,Good,2,Good,45,L0,124.3195297,5.678106159,L0
317,Romania,Comanesti,61,Moderate,1,Good,40,Good,0,Good,61,L1,154.3973324,2.728359669,L1
318,Dominican Republic,Comendador,65,Moderate,1,Good,12,Good,6,Good,65,L1,170.7416635,5.768174383,L1
319,Italy,Como,112,Unhealthy for Sensitive Groups,1,Good,34,Good,4,Good,112,L2,283.6985695,3.763055651,L2
320,Brazil,Conde,19,Good,0,Good,19,Good,0,Good,11,L0,53.46995965,6.069202853,L0
321,United Kingdom of Great Britain and Northern Ireland,Consett,31,Good,0,Good,31,Good,2,Good,22,L0,88.45157025,-2.093425216,L0
322,United States of America,Cooper City,152,Unhealthy,4,,,Good,19,Good,152,L3,376.8177932,0.350543321,L3
323,United States of America,Copperas Cove,31,Good,1,Good,,Good,1,Good,31,L0,103.4238728,-1.066787097,L0
324,Brazil,Cornelio Procopio,37,Good,1,Good,12,Good,1,Good,37,L0,87.43982619,9.144592076,L0
325,Argentina,Corrientes,13,Good,1,Good,12,Good,0,Good,13,L0,25.35811387,3.027205901,L0
326,Mexico,Cotija,41,Good,1,Good,,Good,3,Good,41,L0,119.0811087,4.260311478,L0
327,Italy,Crevalcore,103,Unhealthy for Sensitive Groups,2,Good,28,Good,9,Good,103,L2,270.4166269,0.33181693,L2
328,Azerbaijan,Culfa,52,Moderate,1,Good,35,Good,0,Good,52,L1,141.2411982,4.127768626,L1
329,Spain,Culleredo,30,Good,0,Good,30,Good,2,Good,13,L0,86.28345509,-3.11406322,L0
330,India,Cuncolim,73,Moderate,0,Good,25,Good,0,Good,73,L1,187.3775323,-2.378906375,L1
331,Brazil,Curvelo,42,Good,1,Good,2,Good,4,Good,42,L0,101.0274563,1.787581586,L0
332,Germany,Cuxhaven,35,Good,0,Good,35,Good,0,Good,30,L0,93.25804558,4.225486289,L0
333,United States of America,Cypress Lake,46,Good,1,Good,25,Good,5,Good,46,L0,113.2283829,6.559237903,L0
334,Poland,Czestochowa,93,Moderate,1,Good,27,Good,4,Good,93,L1,247.2511973,6.69522449,L1
335,Guinea,Dalaba,63,Moderate,2,Good,13,Good,0,Good,63,L1,161.0294262,-2.340420575,L1
336,Pakistan,Dalbandin,160,Unhealthy,0,Good,39,Good,0,Good,160,L3,396.745028,1.966677498,L3
337,France,Beaune,39,Good,1,Good,26,Good,1,Good,39,L0,99.28614158,2.816090833,L0
338,United States of America,Bedford,56,Moderate,1,Good,18,Good,6,Good,56,L1,149.1293145,-3.86091208,L1
339,Ghana,Begoro,105,Unhealthy for Sensitive Groups,2,,13,Good,2,Good,105,L2,261.8627545,5.679918834,L2
340,China,Beipiao,93,Moderate,2,Good,90,Moderate,1003.063334,Good,93,L1,229.277796,4.347863913,L1
341,Brazil,Bela Cruz,45,Good,0,Good,,Good,0,Good,45,L0,119.9368721,4.557628361,L0
342,Bolivia (Plurinational State of),Bermejo,54,Moderate,1,Good,8,Good,1,Good,54,L1,142.4496657,4.206235381,L1
343,Germany,Bernburg,36,Good,0,Good,29,Good,2,Good,36,L0,89.93056825,-0.746602651,L0
344,United States of America,Berwick,50,Good,1,Good,,Good,1003.063334,Good,50,L0,125.2896169,8.428812252,L0
345,India,Betma,153,Unhealthy,1,Good,,Good,0,Good,153,L3,389.8204994,-7.306167504,L3
346,United States of America,Beverly,48,Good,1,Good,36,Good,5,Good,48,L0,110.5191566,3.478674358,L0
347,Russian Federation,Bezhetsk,24,Good,0,Good,24,Good,0,Good,24,L0,50.92536226,-6.81625466,L0
348,Bangladesh,Bhairab Bazar,132,Unhealthy for Sensitive Groups,3,Good,44,Good,4,Good,132,L2,327.8155578,2.839033644,L2
349,Pakistan,Bhalwal,179,Unhealthy,3,Good,179,Unhealthy,2,Good,166,L3,450.3655285,10.02406852,L3
350,India,Bhimavaram,124,Unhealthy for Sensitive Groups,1,Good,36,Good,1,Good,124,L2,318.1090757,-2.570987402,L2
351,India,Bhinmal,202,Very Unhealthy,0,Good,34,Good,0,Good,202,L4,524.7535622,-5.118589094,L4
352,India,Bhiwandi,151,Unhealthy,1,Good,26,Good,1,Good,151,L3,391.0765962,15.70972492,L3
353,Indonesia,Binjai,92,Moderate,2,Good,45,Good,0,Good,92,L1,233.4006147,-1.196445257,L1
354,Brazil,Baiao,39,Good,1,Good,5,Good,0,Good,39,L0,102.3098379,12.05260452,L0
355,Russian Federation,Baksan,48,Good,1,Good,39,Good,1,Good,48,L0,114.9747064,2.938989177,L0
356,Sudan,Bara,52,Moderate,2,Good,17,Good,0,Good,52,L1,134.8148686,2.975854393,L1
357,Colombia,Baranoa,104,Unhealthy for Sensitive Groups,1,Good,16,Good,2,Good,104,L2,262.1134136,6.633931953,L2
358,Philippines,Baras,51,Moderate,1,Good,27,Good,1,Good,51,L1,135.7271856,10.48297038,L1
359,Iran (Islamic Republic of),Bardsir,91,Moderate,1,Good,49,Good,0,Good,91,L1,224.2276906,-1.930339711,L1
360,India,Bari Sadri,167,Unhealthy,1,Good,32,Good,0,Good,167,L3,427.6934651,1.248751051,L3
361,Thailand,Nong Bua,38,Good,0,Good,20,Good,0,Good,38,L0,115.3273891,6.234348673,L0
362,Thailand,Nong Han,57,Moderate,0,Good,25,Good,0,Good,57,L1,146.4123985,3.439971562,L1
363,Netherlands,Noordwijkerhout,41,Good,1,Good,27,Good,5,Good,41,L0,111.5171172,9.309589153,L0
364,United States of America,North Andrews Gardens,78,Moderate,1,Good,11,Good,12,Good,78,L1,206.9014399,6.375559772,L1
365,United States of America,Northbridge,47,Good,1,Good,46,Good,2,Good,47,L0,118.4877953,12.84112005,L0
366,United Kingdom of Great Britain and Northern Ireland,Norwich,29,Good,0,Good,29,Good,3,Good,18,L0,79.74092482,2.892942994,L0
367,Serbia,Novi Becej,60,Moderate,1,Good,,Good,1,Good,60,L1,155.125924,4.909055742,L1
368,Netherlands,Nuenen,37,Good,1,Good,32,Good,3,Good,37,L0,98.47676099,5.40860686,L0
369,Chile,Nueva Imperial,61,Moderate,2,Good,,Good,9,Good,61,L1,149.7699022,4.887555741,L1
370,Panama,Nuevo Arraijan,67,Moderate,2,Good,20,Good,5,Good,67,L1,172.7451017,9.840435794,L1
371,Mexico,Nuevo Casas Grandes,46,Good,1,Good,17,Good,2,Good,46,L0,124.9799829,4.985206119,L0
372,United States of America,Oak Lawn,79,Moderate,2,Good,13,Good,27,Good,79,L1,217.0114361,9.540900046,L1
373,United States of America,Oakdale,53,Moderate,1,Good,24,Good,9,Good,53,L1,147.0927083,8.522499268,L1
374,Ghana,Obuasi,81,Moderate,1,Good,18,Good,0,Good,81,L1,229.0318246,5.942273408,L1
375,Japan,Odawara,39,Good,1,Good,38,Good,2,Good,39,L0,94.82652437,6.308581621,L0
376,Germany,Oer Erkenschwick,34,Good,1,Good,34,Good,2,Good,27,L0,98.72320637,-1.251648938,L0
377,Republic of North Macedonia,Ohrid,42,Good,1,Good,41,Good,0,Good,42,L0,111.8334201,1.048232061,L0
378,Japan,Okawa,41,Good,2,Good,36,Good,5,Good,41,L0,129.3980293,9.816917265,L0
379,Poland,Olecko,47,Good,1,Good,36,Good,0,Good,47,L0,114.4170171,10.91815591,L0
380,Germany,Olfen,32,Good,1,Good,27,Good,4,Good,32,L0,76.60278158,-5.902151128,L0
381,Brazil,Olindina,25,Good,0,Good,6,Good,1,Good,25,L0,61.50607355,-0.839315736,L0
382,Japan,Omagari,35,Good,1,Good,35,Good,0,Good,15,L0,71.26104276,3.918103012,L0
383,Netherlands,Oostburg,36,Good,1,,,Good,3,Good,36,L0,89.74244978,-0.59637231,L0
384,United States of America,Orem,73,Moderate,2,Good,26,Good,7,Good,73,L1,179.9086734,1.487401779,L1
385,United States of America,Orinda,52,Moderate,1,Good,,Good,11,Good,52,L1,136.5039379,6.174599369,L1
386,Poland,Ostrzeszow,35,Good,1,Good,32,Good,1,Good,35,L0,95.91755976,11.70687985,L0
387,Guatemala,Ostuncalco,94,Moderate,3,Good,9,Good,11,Good,94,L1,258.7617084,-2.759117782,L1
388,Congo,Ouesso,71,Moderate,3,Good,18,Good,0,Good,71,L1,192.0042384,6.547619255,L1
389,Brazil,Ouro Preto,61,Moderate,2,Good,3,Good,5,Good,61,L1,151.7309634,7.916401709,L1
390,Nigeria,Oyo,80,Moderate,2,Good,22,Good,1,Good,80,L1,196.0158533,9.501069861,L1
391,Kyrgyzstan,Ozgon,101,Unhealthy for Sensitive Groups,1,Good,60,Moderate,0,Good,101,L2,262.4191917,5.395636715,L2
392,Italy,Pachino,48,Good,1,Good,45,Good,1003.063334,Good,48,L0,111.7976679,12.60701275,L0
393,India,Padra,156,Unhealthy,1,Good,33,Good,0,Good,156,L3,413.3145877,3.944532967,L3
394,Mauritius,Pailles,30,Good,0,Good,28,Good,0,Good,30,L0,91.79440121,8.559963952,L0
395,France,Paita,27,Good,0,Good,27,Good,0,Good,10,L0,67.80824348,-1.231838352,L0
396,India,Palakkodu,57,Moderate,0,Good,30,Good,0,Good,57,L1,130.3686547,2.289914733,L1
397,Philippines,Palo,55,Moderate,1,Good,20,Good,0,Good,55,L1,156.0387237,-2.263575379,L1
398,Indonesia,Pamekasan,54,Moderate,1,Good,35,Good,0,Good,54,L1,138.8546015,8.304322203,L1
399,China,Panchiao,69,Moderate,1,Good,45,Good,4,Good,69,L1,189.8781631,3.197785687,L1
400,China,Panshi,76,Moderate,3,Good,32,Good,2,Good,76,L1,179.0557234,9.189105313,L1
401,China,Panzhihua,74,Moderate,3,Good,29,Good,2,Good,74,L1,184.0062498,5.833156844,L1
402,Brazil,Paragominas,36,Good,1,Good,2,Good,0,Good,36,L0,95.052437,6.732142508,L0
403,Brazil,Paraguacu,51,Moderate,1,Good,7,Good,4,Good,51,L1,132.9698059,5.787169869,L1
404,Peru,Paramonga,41,Good,1,Good,18,Good,1,Good,41,L0,102.9993453,-1.17325715,L0
405,United States of America,Parkville,56,Moderate,1,Good,44,Good,4,Good,56,L1,151.2284993,-0.883837163,L1
406,United States of America,Pasadena,58,Moderate,1,Good,43,Good,5,Good,58,L1,139.3237957,3.661156348,L1
407,United States of America,Pataskala,45,Good,1,,32,Good,1003.063334,Good,45,L0,116.0762051,7.097869787,L0
408,Kazakhstan,Pavlodar,50,Good,1,Good,,Good,0,Good,50,L0,131.2029563,13.11447777,L0
409,India,Payyannur,68,Moderate,0,Good,24,Good,0,Good,68,L1,180.1443883,3.514954283,L1
410,United States of America,Pelham,46,Good,1,Good,46,Good,2,Good,31,L0,127.1161488,8.837657012,L0
411,Greece,Perama,67,Moderate,1,Good,44,Good,2,Good,67,L1,161.2535791,-4.264254674,L1
412,Mexico,Perote,77,Moderate,3,,7,Good,8,Good,77,L1,182.1588583,17.46477925,L1
413,Serbia,Petrovaradin,63,Moderate,1,Good,33,Good,1,Good,63,L1,175.2767682,6.828431056,L1
414,Thailand,Phanom Thuan,42,Good,0,Good,19,Good,0,Good,42,L0,113.3231401,1.751977444,L0
415,Thailand,Phatthalung,59,Moderate,1,Good,27,Good,0,Good,59,L1,145.0151346,2.976519763,L1
416,Thailand,Phetchaburi,35,Good,0,Good,17,Good,0,Good,35,L0,108.0115198,-3.535998989,L0
417,India,Phillaur,444,Hazardous,2,Good,111,Unhealthy for Sensitive Groups,1,Good,391,L5,1116.156746,1.493566021,L5
418,Egypt,Rosetta,60,Moderate,2,Good,60,Moderate,3,Good,55,L1,166.7929718,15.15217816,L1
419,Italy,Rossano,48,Good,1,Good,48,Good,0,Good,12,L0,125.6751848,-1.145022191,L0
420,Russian Federation,Rostov,32,Good,1,Good,32,Good,1003.063334,Good,26,L0,105.6074792,-1.241338789,L0
421,United Kingdom of Great Britain and Northern Ireland,Royton,56,Moderate,0,Good,32,Good,1,Good,56,L1,162.5534084,-1.51110243,L1
422,Germany,Rudolstadt,32,Good,1,Good,32,Good,1,Good,30,L0,82.51035852,-2.190903765,L0
423,Czechia,Rumburk,29,Good,0,Good,,Good,2,Good,29,L0,87.21570951,2.076532874,L0
424,Malawi,Rumphi,28,Good,0,Good,,Good,0,Good,28,L0,81.4537595,7.444552563,L0
425,Switzerland,Ruti,34,Good,1,Good,25,Good,2,Good,34,L0,103.6863156,0.747538369,L0
426,Brazil,Ruy Barbosa,18,Good,0,Good,8,Good,0,Good,18,L0,40.35076539,-4.866621399,L0
427,Serbia,Sabac,68,Moderate,1,Good,32,Good,1,Good,68,L1,181.8605146,5.259306565,L1
428,Cuba,Sagua La Grande,89,Moderate,1,Good,,Good,1,Good,89,L1,238.0842449,3.521128312,L1
429,India,Sahibganj,208,Very Unhealthy,3,Good,152,Unhealthy,1,Good,208,L4,507.4126051,12.41362275,L4
430,United States of America,Saint Matthews,58,Moderate,2,Good,29,Good,12,Good,58,L1,138.1674149,3.327458503,L1
431,United States of America,Saint Pete Beach,53,Moderate,1,Good,40,Good,6,Good,53,L1,117.1076782,2.499216102,L1
432,Canada,Saint Thomas,35,Good,1,Good,35,Good,3,Good,34,L0,89.80593166,3.052348177,L0
433,France,Saint Cyr Sur Loire,37,Good,1,,25,Good,2,Good,37,L0,104.6754226,4.245020553,L0
434,Belgium,Saint Nicolas,35,Good,1,Good,32,Good,3,Good,35,L0,107.5235705,1.837191613,L0
435,France,Saint Quentin,39,Good,1,Good,25,Good,2,Good,39,L0,103.2409478,1.02677946,L0
436,Saudi Arabia,Sakakah,122,Unhealthy for Sensitive Groups,1,Good,49,Good,0,Good,122,L2,326.2861555,-5.451888424,L2
437,Japan,Sakurai,40,Good,1,Good,40,Good,2,Good,34,L0,91.19898542,0.973063954,L0
438,United Kingdom of Great Britain and Northern Ireland,Salford,58,Moderate,0,Good,32,Good,1,Good,58,L1,132.9661756,5.57611634,L1
439,India,Salon,303,Hazardous,1,Good,48,Good,0,Good,260,L4,761.944523,8.051227597,L4
440,Brazil,Salvador,30,Good,0,Good,16,Good,1,Good,30,L0,83.84065449,-0.355565118,L0
441,India,Sambhar,193,Unhealthy,0,Good,38,Good,0,Good,193,L3,487.1730525,8.497429991,L3
442,Turkey,Samsun,36,Good,1,Good,36,Good,0,Good,30,L0,74.325579,3.656479641,L0
443,Indonesia,Prabumulih,49,Good,1,Good,30,Good,0,Good,49,L0,126.6087996,-2.889231859,L0
444,Brazil,Presidente Prudente,32,Good,1,Good,14,Good,1,Good,32,L0,71.95530499,-4.461920282,L0
445,United States of America,Prichard,28,Good,1,Good,22,Good,4,Good,28,L0,81.69672549,9.891289613,L0
446,Canada,Prince George,21,Good,1,Good,21,Good,1003.063334,Good,13,L0,61.16598246,1.934981374,L0
447,Indonesia,Pringsewu,63,Moderate,2,,,Good,0,Good,63,L1,153.1012021,-0.470322615,L1
448,Peru,Pucallpa,30,Good,1,Good,1,Good,0,Good,30,L0,74.86133083,-7.496380857,L0
449,Spain,Puertollano,32,Good,1,,30,Good,1,Good,32,L0,74.40786478,1.821419446,L0
450,Mexico,Purepero,48,Good,1,Good,5,Good,4,Good,48,L0,124.373209,5.823754295,L0
451,Israel,Qiryat Gat,80,Moderate,1,Good,,Moderate,4,Good,80,L1,214.5514232,0.31154428,L1
452,Chile,Quillota,182,Unhealthy,14,Good,1,Good,23,Good,182,L3,450.1427395,21.9337742,L3
453,India,Rafiganj,356,Hazardous,1,Good,60,Moderate,0,Good,284,L4,900.0404652,1.053121157,L4
454,United States of America,Rahway,62,Moderate,1,Good,44,Good,5,Good,62,L1,154.6974238,10.0159601,L1
455,Bangladesh,Rajshahi,191,Unhealthy,2,Good,133,Unhealthy for Sensitive Groups,2,Good,191,L3,474.5712717,-1.364908088,L3
456,India,Rajur,150,Unhealthy,1,Good,41,Good,0,Good,150,L3,378.9296964,0.591494848,L3
457,Thailand,Phrai Bung,53,Moderate,0,Good,27,Good,0,Good,53,L1,127.1475768,8.053788698,L1
458,India,Phulpur,226,Very Unhealthy,1,Good,48,Good,1,Good,226,L4,564.4635069,6.270881447,L4
459,Brazil,Picos,16,Good,0,Good,12,Good,0,Good,16,L0,33.02122107,2.895639069,L0
460,Finland,Pietarsaari,34,Good,1,Good,34,Good,1,Good,17,L0,109.6472513,0.557769323,L0
461,Germany,Pirmasens,30,Good,1,Good,27,Good,2,Good,30,L0,80.35263552,3.952524073,L0
462,United States of America,Plum,55,Moderate,2,,26,Good,12,Good,55,L1,135.5027449,2.910854658,L1
463,Benin,Pobe,73,Moderate,1,Good,20,Good,1,Good,73,L1,189.6397991,-0.496930655,L1
464,Italy,Policoro,46,Good,1,Good,46,Good,0,Good,14,L0,118.8767195,-1.600287377,L0
465,Sierra Leone,Port Loko,48,Good,1,Good,16,Good,0,Good,48,L0,122.790304,7.720477982,L0
466,Haiti,Port De Paix,103,Unhealthy for Sensitive Groups,1,Good,,Good,1,Good,103,L2,268.641667,3.497969339,L2
467,Portugal,Porto Salvo,46,Good,0,Good,30,Good,2,Good,46,L0,127.5750771,3.572568719,L0
468,United States of America,Poughkeepsie,43,Good,1,Good,43,Good,2,Good,39,L0,107.1949885,4.558365929,L0
469,United States of America,Randallstown,52,Moderate,1,Good,,Good,4,Good,52,L1,129.2418176,6.004594139,L1
470,India,Rania,500,Hazardous,1,Good,40,Good,0,Good,464,L5,1252.249483,2.52640605,L5
471,Thailand,Ranong,36,Good,0,Good,16,Good,1003.063334,Good,36,L0,71.98078835,-0.408287255,L0
472,Germany,Rathenow,39,Good,0,Good,39,Good,0,Good,23,L0,87.34808938,-2.076401647,L0
473,Russian Federation,Reutov,58,Moderate,1,,25,Good,9,Good,58,L1,163.6687427,-3.269845667,L1
